jL,cL,emL,pL,dsL
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Precipitation,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle,Supply Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigation Method,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Irrigation Requirement,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Solar Radiation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Temperature,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Wind Run,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Climate Coefficient (kt),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Growth State Coefficient (Kc),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Mean Monthly Air Temperatures (T),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Monthly Percentage of Annual Daylight Hours (P),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Crop Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Effective Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Irrigated Acreage,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Potential Consumptive Use,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Supply Source,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,SCS TR21
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,Weather Stations
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,CO Diversion Records
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,HydroBase
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Water Supply,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,Original Blaney-Criddle with ET Elevation Adjustment,Precipitation,National Oceanic and Atmospheric Administration Stations
